dates,headlines,links,article_content
2019-2-15,PTAB sides with Sanofi in Dupixent fight with Amgen,https://www.reuters.com/article/idUSL1N20A0EN,"The Patent Trial and Appeal Board on Thursday invalidated all claims of a patent that Amgen has accused Sanofi-Aventis and Regeneron Pharmaceuticals of infringing with their breakthrough biologic Dupixent.The PTAB agreed with Sanofi and Regeneron that all 17 innovations that Amgen subsidiary Immunex claimed in its patent were obvious in light of prior discoveries by two other inventors.To read the full story on Westlaw Practitioner Insights, click here: bit.ly/2SE2RCU"
2019-2-25,"CORRECTED-Sanofi, Regeneron lose U.S. patent challenge to Amgen cholesterol drug",https://www.reuters.com/article/idUSL1N20K1KF,"(Corrects spelling of Repatha in paragraph 1)Feb 25 (Reuters) - A U.S. jury on Monday said patents owned by Amgen Inc on its cholesterol drug Repatha are valid, rejecting a challenge by Regeneron Pharmaceuticals Inc and Sanofi SA, Bloomberg reported.Sanofi and Regeneron had stipulated that if the Amgen patents were valid their jointly developed cholesterol drug Praluent infringed them."
2019-2-25,"Sanofi, Regeneron lose U.S. patent challenge to Amgen cholesterol drug",https://www.reuters.com/article/idUSKCN1QE2K1,"(Reuters) - Biotech company Amgen Inc said on Monday a U.S. jury confirmed the validity of patents on its cholesterol drug Repatha, rejecting a challenge by Regeneron Pharmaceuticals Inc and Sanofi SA.Sanofi and Regeneron had stipulated that if the two Amgen patents were valid, their jointly developed cholesterol drug Praluent infringed them.Amgen Chief Executive Robert Bradway said in a statement that the company was “thankful that the jury weighed the evidence carefully and recognized the validity of Amgen’s patents.”Regeneron and Sanofi said in a statement they disagreed with aspects of the ruling and would seek to have it overturned.“We will continue to vigorously defend our positions against Amgen’s overly broad patent claims,” Joseph LaRosa, Regeneron’s general counsel, said in the statement.Thousand Oaks, California-based Amgen won a similar verdict in 2016, as well as a court order blocking Praluent sales, but an appeals court set aside the victory and ordered a new trial."
2019-2-25,"CORRECTED-Sanofi, Regeneron lose U.S. patent challenge to Amgen cholesterol drug -report",https://www.reuters.com/article/idUSL1N20K1LT,"(Corrects spelling of Repatha, paragraph 1)Feb 25 (Reuters) - A U.S. jury said on Monday that patents owned by Amgen Inc on its cholesterol drug Repatha are valid, rejecting a challenge by Regeneron Pharmaceuticals Inc and Sanofi SA, Bloomberg reported.Sanofi and Regeneron had stipulated that if the Amgen patents were valid, their jointly developed cholesterol drug Praluent infringed them.Thousand Oaks, California-based Amgen won a similar verdict in 2016, as well as a court order blocking Praluent sales, but an appeals court set aside the victory and ordered a new trial."
2019-2-26,French and Benelux stocks-Factors to watch,https://www.reuters.com/article/idUSL5N20K6E9,"Feb 26 (Reuters) - Below are company-related news and stories from French and Benelux media which could have an impact on the region’s markets or individual stocks.Accor announced on Monday the establishment of a 500 million euro negotiable European commercial paper program.French carmaker PSA Group raised its medium-term profit guidance on Tuesday after reporting record full-year sales and earnings, buoyed by the success of its Peugeot 3008 and 5008 SUV models.Dupixent showed significant improvement on every primary and secondary endpoint in patients with severe chronic rhinosinusitis with nasal polyps who had failed previous treatment with surgery and/or systemic, Sanofi, together with Regeneron, said on Monday.French defence electronics group Thales forecast higher sales and profits for 2019 as it posted a rise in its full-year earnings.Pan-European market data: European Equities speed guide................... FTSE Eurotop 300 index.............................. DJ STOXX index...................................... Top 10 STOXX sectors........................... Top 10 EUROSTOXX sectors...................... Top 10 Eurotop 300 sectors..................... Top 25 European pct gainers....................... Top 25 European pct losers........................ Main stock markets: Dow Jones............... Wall Street report ..... Nikkei 225............. Tokyo report............ FTSE 100............... London report........... Xetra DAX............. Frankfurt items......... CAC-40................. Paris items............ World Indices..................................... Reuters survey of world bourse outlook......... European Asset Allocation........................ Reuters News at a glance: Top News............. Equities.............. Main oil report........... Main currency report....."
2019-3-11,Regeneron\\/Sanofi skin disease drug cleared for use in U.S. teens,https://www.reuters.com/article/idUSL3N20Y3O1,"March 11 (Reuters) - The U.S. Food & Drug Administration on Monday approved use of Regeneron Pharmaceuticals Inc and Sanofi SA’s eczema drug Dupixent for adolescents aged 12 and older, helping expand the use of an important revenue driver for both the companies in the world’s largest market for drugs.The drug was initially approved in 2017 and has since been launched in the United States as a treatment for adults with moderate-to-severe atopic dermatitis, as well as a drug for some asthma patients. (Reporting by Manas Mishra in Bengaluru; Editing by Maju Samuel)"
2019-3-11,Regeneron\\/Sanofi wins U.S. approval for expanded use of skin drug,https://www.reuters.com/article/idUSKBN1QS2GS,"(Reuters) - The U.S. Food and Drug Administration said it approved expanded use of Regeneron Pharmaceuticals Inc and Sanofi SA’s eczema drug Dupixent to include patients aged between 12 and 17, a boost for both the companies in the world’s largest market for drugs.Shares of Regeneron closed up 2.3 percent at $412.05 on Monday.The FDA first approved the drug in 2017 and it has since been launched as a treatment for adults with moderate-to-severe atopic dermatitis, or eczema, as well as a drug for some asthma patients.The companies estimate that there are about 300,000-400,000 adults in the United States who are most in need of treatment, and that the number of adolescent patients is about half of this population.The new approval allows Dupixent to be prescribed to adolescent patients whose atopic dermatitis cannot be adequately managed with topical prescription medicines, or when such therapies are not advisable, Regeneron said in a statement.The biologic therapy, delivered as a shot, targets two key proteins that may play a central role in the inflammation underlying certain allergic diseases.The drug represents an important growth driver for both the companies which are testing its use in patients with conditions like eosinophilic esophagitis as well as food and environmental allergies.In recent years, Regeneron’s investors have been focusing on newer drugs such as Dupixent, as the company’s flagship drug, Eylea, faces increased competition.Sanofi has been placing hopes on continued upswing for the drug as it faces weakness in its diabetes business due to generic rivals.The drug, which brought in $922 million in revenue for Sanofi in 2018, gained a U.S. FDA nod last year for use as a maintenance therapy in patients with two forms of asthma.Piper Jaffray analysts, before the approval, said they expected U.S. sales of $661 million in 2021 from Dupixent’s use in treating adolescents alone."
2019-3-18,Amarin\'s Vascepa cuts occurrence of serious heart problems 30 percent: study,https://www.reuters.com/article/idUSKCN1QZ1I4,"(Reuters) - A high dose of Amarin Corp’s Omega-3 drug Vascepa significantly reduced the occurrence of first and subsequent heart attacks, strokes and other serious heart problems in high-risk patients already taking cholesterol medication by even more than initially reported, according to data presented on Monday.Compared with a placebo, Vascepa cut the combined rate of heart attacks, strokes, heart-related death, need for artery-clearing procedures and hospitalizations for unstable angina by 30 percent in heart disease patients at high risk for such events.Amarin in September released initial results from the study of 8,179 patients already taking other heart drugs that showed a 25 percent reduction of serious heart events for those receiving a 4 gram dose of Vascepa compared with placebo, data that sent its share price surging from around $3 to over $12.“With this drug, we are not only preventing that first heart attack but potentially the second stroke and maybe that third fatal event,” Deepak Bhatt, the study’s lead investigator from Brigham and Women’s Hospital in Boston, said in a statement.“Prevention of such subsequent cardiovascular events could improve patient outcomes and quality of life and may lower the total cost burden of medical care,” Bhatt added.The data was presented at the American College of Cardiology scientific meeting in New Orleans.Vascepa, a highly purified omega-3 fatty acid, a fat found in fish oil, originally won U.S. approval to treat patients with very high levels of triglycerides in their blood. Patients with high triglycerides who also have complications like diabetes are especially vulnerable to recurring cardiovascular complications.Approval of an updated label for the pill that includes the heart protection data should significantly boost sales, and potentially pit Vascepa against the more expensive injectable cholesterol drugs Repatha from Amgen and Praluent from Regeneron Pharmaceuticals and Sanofi.Analysts are forecasting 2019 Vascepa sales of more than $350 million and climbing to $1 billion by 2023, according to Refinitiv data.A breakdown of the updated data shows Vascepa cut the rate of first heart events by 25 percent and second events by 32 percent. The incidence of a fourth or more events was reduced by 48 percent versus placebo.In addition to statins to lower cholesterol, such as Pfizer’s Lipitor, most of the patients in the study were also talking other heart drugs, such as blood pressure medicines or blood clot preventers."
2019-4-08,"Alnylam, Regeneron to partner for RNAi treatments",https://www.reuters.com/article/idUSL3N21Q2PH,April 8 (Reuters) - Alnylam Pharmaceuticals Inc and Regeneron Pharmaceuticals Inc on Monday agreed to partner to develop treatments for eye and central nervous system diseases using RNA interference.Regeneron will make a $400 million upfront payment to Alnylam and to purchase $400 million of Alnylam equity at a price per share of $90.Alnylam is eligible to receive up to an additional $200 million in milestone payments upon achievement of certain criteria during early clinical development for the programs. (Reporting by Saumya Sibi Joseph in Bengaluru; Editing by Maju Samuel)
2019-4-08,Regeneron forays into gene-silencing therapies with Alnylam tie-up,https://www.reuters.com/article/idUSL3N21Q2QF,"(Reuters) - Regeneron Pharmaceuticals Inc said it would invest $800 million in Alnylam Pharmaceuticals Inc to develop treatments for eye and central nervous system diseases using gene-silencing RNA interference (RNAi) technology.Alnylam, which last year won U.S. approval for the first treatment using the Nobel prize-winning technology, has a host of other such therapies in its pipeline for various genetic, cardio-metabolic, liver and eye and central nervous system (CNS) diseases.RNAi works by targeting and “silencing” specific genetic material, blocking the production of deadly proteins that cause diseases.Regeneron will make a $400 million upfront payment to Alnylam and also purchase 4.44 million of Alnylam common shares at $90 per share. The investment represents about 4 percent stake in Alnylam, according to data from Refinitiv.Alnylam’s shares fell 0.8 percent to $92.03 in mid-morning trade, while Regeneron was down nearly 3 percent at $397.22.“The alliance structure enables Alnylam to continue to build its industry-leading pipeline of RNAi therapeutics while retaining significant product rights,” Alnylam Chief Executive Officer John Maraganore said in a statement.Regeneron, the maker of top-selling eye drug, Eylea, will lead development and commercialization for all programs targeting eye diseases.“(The deal) is important as Regeneron lacks a deep pipeline and Eylea is facing tangible threats,” Cowen and Co analyst Yaron Werber said.SVB Leerink’s Geoffrey Porges expects Regeneron investors to be cautious about the deal until the first one or two drug candidates are announced and reach the clinic, given the hefty upfront payment.For central nervous system programs, both companies will have the option of selecting drug candidates to participate equally in potential future profits of programs led by the other party.Guggenheim analyst Whitney Ijem said the monetization of the CNS platform was a positive for Alnylam and provides further validation of its platform.The collaboration also includes a select number of RNAi therapeutic programs designed to target genes expressed in the liver, which can influence a wide variety of diseases throughout the body, the companies said.“This deal could be a source of long-term growth for both companies. This gives Regeneron the option to have RNAi technology and Alnylam a strong partner that can help them identify new targets,” Jefferies analyst Maury Raycroft told Reuters.Alnylam is eligible to receive up to an additional $200 million in milestone payments upon achievement of certain criteria during early clinical development for the programs.Separately, Alnylam said it concluded its five-year gene-silencing drug research and option agreement with Sanofi SA."
2019-4-26,U.S. FDA approves expanded label for Regeneron\'s cholesterol drug,https://www.reuters.com/article/idUSL3N2283YI,"April 26 (Reuters) - The U.S. Food and Drug Administration on Friday approved Regeneron Pharmaceuticals Inc’s cholesterol drug Praluent, as a treatment to cut the risk of heart attacks, stroke and other major cardiovascular events.The FDA’s decision will allow the drug, developed along with Sanofi SA, to be prescribed in reducing the overall risk of major adverse cardiovascular events (MACE).MACE is an umbrella term that includes heart attack, ischemic stroke, death from coronary heart disease and unstable chest pains requiring hospitalization. (Reporting by Aakash Jagadeesh Babu and Akashdeep Baruah in Bengaluru; Editing by Sandra Maler)"
2019-4-26,FDA approves expanded label for Regeneron\\/Sanofi\'s cholesterol drug,https://www.reuters.com/article/idUSKCN1S301W,"(Reuters) - The U.S. Food and Drug Administration on Friday approved Regeneron Pharmaceuticals Inc’s cholesterol drug Praluent as a treatment to cut the risk of heart attacks, stroke and other major cardiovascular events.The FDA’s decision will allow the drug, developed along with Sanofi SA, to be prescribed to reduce the overall risk of major adverse cardiovascular events (MACE).MACE includes heart attack, ischemic stroke, coronary heart disease and unstable chest pains requiring hospitalization.Praluent belongs to a class of injectable biotech drugs called PCSK9 inhibitors that dramatically lower bad LDL cholesterol and reduce the risk of heart attacks and death.The FDA also approved Praluent as an adjunct to diet, alone or in combination with other lipid-lowering therapies, for the treatment of adults with primary hyperlipidemia to reduce LDL-C.In 2015, Praluent was approved in the United States for use as an add-on treatment to statin therapy in adults with heterozygous familial hypercholesterolemia, a condition that causes cholesterol levels in blood to shoot up. (bit.ly/1KM8WQf)Sanofi and Regeneron in February cut the list price of Praluent by 60 percent to match the price of Amgen Inc’s Repatha, another treatment to cut the risk of heart attacks, as the drugmakers try to boost the sales of the drug.The new list price for Praluent will be $5,850 a year, down from more than $14,000 a year, when it was first approved in 2015.Sales of both Praluent and Repatha have been severely constrained by roadblocks put up by insurers looking to limit spending on the expensive drugs.Praluent has been approved in more than 60 countries worldwide, including the U.S., Japan, Canada, Switzerland, Mexico and Brazil, as well as the European Union."
2019-4-26,Genzyme and vaccines push up Sanofi\'s Q1 results,https://www.reuters.com/article/idUSL5N22810W,"PARIS (Reuters) - Sanofi upheld a long-awaited return to growth on Friday with higher profits and revenues for the first quarter, once again led by a stellar sales increase at its rare diseases Genzyme unit.The French drugmaker, which also posted a strong performance at its vaccines division and a new slide in diabetes confirmed its full-year outlook.Pressure on pricing for high cholesterol treatment Praluent was expected to continue this year in the United States, chief financial officer Jean-Baptiste de Chatillon, told reporters.Sanofi and its partner Regeneron said in February they planned to slash the U.S. list price of Praluent by 60 percent following a similar move by rival Amgen in hopes of convincing health insurers and benefit managers to adopt the drug.Net income rose 9 percent to 1.77 billion euros ($1.95 billion) at constant exchange rates in the first quarter on sales of 8.4 billion.Analysts polled by Reuters with Infront Data had forecast average net income of 1.67 billion euros and sales of 8.36 billion.While Genzyme booked a 30.8 percent revenue increase, helped by strong uptake of its eczema drug Dupixent, sales of the diabetes and cardiovascular unit fell 17 percent as a result of lower demand for insulin products."
2019-4-26,U.S. FDA approves expanded label for Regeneron\\/Sanofi\'s cholesterol drug,https://www.reuters.com/article/idUSL1N2281TE,"(Reuters) - The U.S. Food and Drug Administration on Friday approved Regeneron Pharmaceuticals Inc’s cholesterol drug Praluent as a treatment to cut the risk of heart attacks, stroke and other major cardiovascular events.The FDA’s decision will allow the drug, developed along with Sanofi SA, to be prescribed to reduce the overall risk of major adverse cardiovascular events (MACE).MACE includes heart attack, ischemic stroke, coronary heart disease and unstable chest pains requiring hospitalization.Praluent belongs to a class of injectable biotech drugs called PCSK9 inhibitors that dramatically lower bad LDL cholesterol and reduce the risk of heart attacks and death.The FDA also approved Praluent as an adjunct to diet, alone or in combination with other lipid-lowering therapies, for the treatment of adults with primary hyperlipidemia to reduce LDL-C.In 2015, Praluent was approved in the United States for use as an add-on treatment to statin therapy in adults with heterozygous familial hypercholesterolemia, a condition that causes cholesterol levels in blood to shoot up. (bit.ly/1KM8WQf)Sanofi and Regeneron in February cut the list price of Praluent by 60 percent to match the price of Amgen Inc’s Repatha, another treatment to cut the risk of heart attacks, as the drugmakers try to boost the sales of the drug.The new list price for Praluent will be $5,850 a year, down from more than $14,000 a year, when it was first approved in 2015.Sales of both Praluent and Repatha have been severely constrained by roadblocks put up by insurers looking to limit spending on the expensive drugs.Praluent has been approved in more than 60 countries worldwide, including the U.S., Japan, Canada, Switzerland, Mexico and Brazil, as well as the European Union."
2019-4-26,Genzyme and vaccines push up Sanofi\'s first quarter results,https://www.reuters.com/article/idUSKCN1S20DC,"PARIS (Reuters) - Sanofi upheld a long-awaited return to growth on Friday with higher profits and revenues for the first quarter, once again led by a stellar sales increase at its rare diseases Genzyme unit.The French drugmaker, which also posted a strong performance at its vaccines division and a new slide in diabetes confirmed its full-year outlook.Pressure on pricing for high cholesterol treatment Praluent was expected to continue this year in the United States, chief financial officer Jean-Baptiste de Chatillon, told reporters.Sanofi and its partner Regeneron said in February they planned to slash the U.S. list price of Praluent by 60 percent following a similar move by rival Amgen in hopes of convincing health insurers and benefit managers to adopt the drug.Net income rose 9 percent to 1.77 billion euros ($1.95 billion) at constant exchange rates in the first quarter on sales of 8.4 billion.Analysts polled by Reuters with Infront Data had forecast average net income of 1.67 billion euros and sales of 8.36 billion.While Genzyme booked a 30.8 percent revenue increase, helped by strong uptake of its eczema drug Dupixent, sales of the diabetes and cardiovascular unit fell 17 percent as a result of lower demand for insulin products."
2019-5-07,US STOCKS-Wall Street plunges on heightening U.S.-China trade worries,https://www.reuters.com/article/idUSL3N22J4BG,"(For a live blog on the U.S. stock market, click or type LIVE/ in a news window.)* China vice premier to visit U.S. for trade talks* Tariff-sensitive industrials fall most among S&P sectors* Mylan tumbles after revenue misses estimates* AIG gains after quarterly profit beat* Indexes down: Dow 1.34%, S&P 1.44%, Nasdaq 1.71% (Changes comment, updates prices)May 7 (Reuters) - Wall Street’s main indexes tumbled more than 1 percent on Tuesday, as renewed worries over trade negotiations with China stoked global growth worries and kept investors away from risky assets.Beijing said on Tuesday that Chinese Vice Premier Liu He will visit the United States this week for trade talks, playing down U.S. President Donald Trump’s unexpected threat on Sunday that he would raise tariffs on $200 billion worth of Chinese goods to 25 percent from 10 percent.Trade tensions also pushed U.S. treasury yields lower as investors turned to low-risk government bonds, pressuring interest rate sensitive banking stocks, which fell 1.69%.“Many had been looking at this week as providing a potential breakthrough in talks between the world’s two largest economies, yet we instead have seen the U.S. threaten a raft of new tariffs,” Joshua Mahony, senior market analyst at IG, wrote in a note.“Much of the gains of the eventual deal have been factored into market valuations and thus there is a substantial risk that markets could jolt lower if the direction of talks shift towards more, rather than less barriers to trade.”Boeing Co, the single largest U.S. exporter to China, slipped 2.7% and Caterpillar Inc declined 1.9%.All the major S&P sectors were trading in the red, with technology companies posting the steepest decline of 2%.The CBOE Volatility Index, a gauge of investor anxiety, spiked to its higher level in over three months.At 10:55 a.m. ET the Dow Jones Industrial Average was down 355.41 points, or 1.34%, at 26,083.07. The S&P 500 was down 42.23 points, or 1.44%, at 2,890.24 and the Nasdaq Composite was down 138.67 points, or 1.71%, at 7,984.62.Marquee names including Microsoft Corp, Apple Inc , Amazon.com Inc and Facebook Inc fell more than 1.7% and weighed on markets.The earnings season has now reached its homestretch. Of the 414 S&P companies that have reported earnings so far, about 75% have surpassed analysts’ estimates, according to Refinitiv data.The upbeat reports have turned around earnings estimates for the first quarter to an almost 1.2% rise, a sharp improvement from the 2.3% decline expected at the start of the earnings season.American International Group Inc jumped 6.7%, the most among S&P companies, after the insurer reported a quarterly profit that blew past expectations.Among decliners, Mylan NV tumbled 17% after the drugmaker missed Wall Street estimates for quarterly revenue, hurt partly by manufacturing problems at its Morgantown plant in West Virginia.Shares of Regeneron Pharmaceuticals Inc fell 5% after the drugmaker missed quarterly profit estimates.Declining issues outnumbered advancers for a 4.26-to-1 ratio on the NYSE and for a 2.95-to-1 ratio on the Nasdaq.The S&P index recorded four new 52-week highs and four new lows, while the Nasdaq recorded 37 new highs and 22 new lows. (Reporting by Amy Caren Daniel and Shreyashi Sanyal in Bengaluru; Editing by Shounak Dasgupta and Arun Koyyur)"
2019-5-07,US STOCKS-Wall Street set for lower open on trade jitters,https://www.reuters.com/article/idUSL3N22J3C7,"(For a live blog on the U.S. stock market, click or type LIVE/ in a news window)* China vice premier going to U.S. for trade talks* Tariff-sensitive Boeing, Caterpillar fall premarket* Italy’s debt set to climb as economy stalls- EU* Exxon, Chevron fall on lower crude prices* Futures down: Dow 0.60%, S&P 0.65%, Nasdaq 0.79% (Adds comment, updates prices)May 7 (Reuters) - Wall Street was set to open lower on Tuesday, as renewed worries over a prolonged trade spat between the United States and China weighed on investor sentiment.Chinese Vice Premier Liu He will visit the United States this week for trade talks, Beijing said on Tuesday, playing down a sudden increase in tensions after U.S. President Donald Trump vowed to impose new tariffs.Trump in a surprise move on Sunday said the higher levies would go into effect on Friday if no deal with China was sealed, which triggered a global sell-off in equities and inflamed fears of a slowdown in global growth.“There is some uncertainty on what the ultimate result of the trade negotiations will be. If there is no deal that will be interpreted quite negatively by markets,” said Matt Forester, chief investment officer of BNY Mellon’s Lockwood Advisors in King of Prussia, Pennsylvania.Tariff-sensitive Boeing Co fell 1.2% in premarket trading, while Caterpillar Inc declined 1.1%. Boeing’s stock was also weighed by report of a Barclays downgrade to “equal weight”.Trade tensions also sent oil prices lower and halted a recent rally that propelled the S&P 500 and the Nasdaq to record highs. The benchmark index is nearly 1% away from its all-time high of 2,954.13.Adding to the downbeat mood, the European Commission said Italy’s huge debt is expected to grow further this year and the next as the country’s growth remains sluggish.At 8:20 a.m. ET, Dow e-minis were down 158 points, or 0.6%. S&P 500 e-minis were down 19 points, or 0.65% and Nasdaq 100 e-minis were down 61.5 points, or 0.79%.Oil majors Exxon Mobil Corp fell 0.5% and Chevron Corp was off 0.3%.The earnings season has now reached its homestretch. Of the 392 S&P companies that have reported earnings so far, about 75% have surpassed analysts’ estimates, according to Refinitiv data.The upbeat reports have turned around earnings estimates for the first quarter to an almost 1% rise, a huge improvement from the 2.3% decline expected at the start of the earnings season.American International Group Inc jumped 4.8% after the insurer reported a quarterly profit that blew past expectations and posted its first underwriting profit since the financial crisis.Shares of Regeneron Pharmaceuticals Inc fell 4.1% after the drugmaker missed quarterly profit estimates.On the macro front, a Labor Department report is likely to show U.S. job openings increasing to 7.240 million in March, after it fell to 7.087 million in February. The data is due at 10:00 a.m. ET. (Reporting by Amy Caren Daniel and Shreyashi Sanyal in Bengaluru; Editing by Shounak Dasgupta)"
2019-6-04,Sanofi loses German patent case against Amgen over cholesterol drug,https://www.reuters.com/article/idUSL8N23B1RV,"KARLSRUHE, Germany (Reuters) - Germany’s highest civil court on Tuesday rejected French drugmaker Sanofi’s bid to fend off a legal challenge by U.S. rival Amgen against Sanofi’s cholesterol drug Praluent.In the latest setback for Sanofi in the drawn-out patent dispute with Amgen, which is selling its rival drug Repatha, the German court ruled that Sanofi was not entitled to a special license that would have protected its Praluent business.Officials at Sanofi did not have an immediate comment.Amgen had initially sued Sanofi in Germany as part of a legal campaign in various jurisdictions, claiming the French group had violated its patent on Repatha.Both drugs belong to a class of PCSK9 inhibitors, used against persistently high cholesterol levels in the blood, and aimed at the millions of people who don’t benefit from statins such as Pfizer Inc’s Lipitor.With Amgen’s challenge ongoing, Sanofi opened a new legal front and petitioned the German patent court to be granted a license to use Amgen’s patent to secure Praluent’s continued market presence in Germany, Europe’s largest drug market.After its bid was rejected by the patent court in September, Sanofi turned to the higher court but the case was turned down again on Tuesday.Praluent will, however, remain on the German market as long as Amgen’s legal challenge against the drug’s patent continues.A U.S. jury in February confirmed the validity of Amgen’s patents on Repatha, rejecting a challenge by Sanofi and its partner Regeneron Pharmaceuticals Inc in the protracted dispute."
2019-6-14,REFILE-Enanta\'s lung infection therapy succeeds in mid-stage trial,https://www.reuters.com/article/idUSL4N23K3SB,"(Corrects to “certain programs” from “their programs” in sixth paragraph)June 14 (Reuters) - Enanta Pharmaceuticals Inc said on Friday its treatment for a highly contagious respiratory infection met the main goal of reducing virus levels in the body and improving symptoms in patients in a mid-stage study.The therapy, EDP-938, developed for treating respiratory syncytial virus (RSV) infection which currently has no available treatment, was compared with placebo, the company said.RSV could lead to serious lung infections and even death in babies and the elderly who have a weaker immune system.An average of 57,527 children younger than 5 years and 177,000 adults older than 65 years are hospitalized due to RSV infections every year, according to the Centers for Disease Control and Prevention.Enanta said study results showed its therapy was generally safe and well tolerated and no drug discontinuations were observed.Drugmakers Regeneron Pharmaceuticals Inc and Johnson & Johnson have abandoned certain programs to find a treatment for the condition, and an experimental vaccine developed by Novavax Inc had failed a late-stage trial, earlier this year."
2019-6-14,Enanta\'s lung infection therapy succeeds in mid-stage trial,https://www.reuters.com/article/idUSKCN1TF14U,"(Reuters) - Enanta Pharmaceuticals Inc said on Friday its treatment for a highly contagious respiratory infection met the main goal of reducing virus levels in the body in a mid-stage study.The therapy, EDP-938, developed for treating respiratory syncytial virus (RSV) infection which currently has no available treatment, also helped improve symptoms in patients compared to placebo, the company said.RSV could lead to serious lung infections and even death in babies and the elderly who have a weaker immune system.Enanta’s EDP-938 works by inhibiting the replication of the RSV virus within the infected cell, while certain other experimental treatments attempt to stop the virus from infecting the cell.“We know that people, by the time they are symptomatic, have a lot of infected cells and we’re hoping that that might mean we can treat at a later stage in the infection with our drug versus some of the others,” Chief Executive Officer Jay Luly told Reuters.An average of 57,527 children younger than 5 years and 177,000 adults older than 65 years are hospitalized due to RSV infections every year, according to the Centers for Disease Control and Prevention.Luly said the condition represents a potential market opportunity of hundreds of millions of dollars in the United States and about a billion dollars globally.EDP-938 is “hitting the virus where it hurts”, said Roth Capital Partners analyst Yasmeen Rahimi, adding that the clean safety data potentially allows Enanta to test higher doses in future studies.Drugmakers such as Regeneron Pharmaceuticals Inc and Johnson & Johnson have abandoned certain programs to find a treatment for the condition, and an experimental vaccine developed by Novavax Inc had failed a late-stage trial, earlier this year.EDP-938 was generally safe and well tolerated and no drug discontinuations were observed, the results showed"
2019-6-17,Genetics research gets help from social media,https://www.reuters.com/article/idUSKCN1TI2IX,"(Reuters Health) - Researchers have harnessed the power of social media to build a genetic database, according to a new report.The “Genes for Good” project, which turned to Facebook to recruit people to fill out surveys and send in saliva samples for DNA analysis, has thus far collected data from more than 27,000 volunteers.Participants come from all 50 states and from diverse ancestral backgrounds, the researchers write in The American Journal of Human Genetics.“The data we get matches what’s come from traditional studies,” said study coauthor, Goncalo Abecasis, a professor at the University of Michigan School of Public Health and vice president for analytical genetics and data sciences at Regeneron Pharmaceuticals. “And we’ve been able to do a few things that are hard to do with data collected in the traditional way, such as track people over time.”The researchers are hoping to discover the functions of various genes through the new database. “It would be nice to be able to figure out the functions of genes in humans rather than in mice,” Abecasis said.Back in 2015, Abecasis and his colleagues started to wonder whether the popularity of Facebook could be harnessed to develop a database for genetic studies. They built a Facebook page and started taking members. Currently, the Genes for Good project has sent out “spit kits” to more than 32,000 individuals. There is no charge for the kits and their genetic analysis, and participants get information back including a breakdown of their genetic ancestry.To get a sense of whether the demographics of their volunteers were a good representation of the U.S. population, the Abecasis and his colleagues compared the volunteers’ disease rates to those found in government statistics for the nation as a whole. It turns out that the Genes for Good volunteers had similar disease rates to the rest of the country, although as a group, they are a bit on the younger side. The volunteers also had widely varying ancestry and were diverse geographically and economically. Most of them were from the middle-income bracket with household incomes ranging from $35,000 to $100,000.Thus far, the team has gotten more than 27,000 kits back out of the more than 32,000 they sent out. Since their method of recruiting volunteers is nontraditional, the researchers decided to compare the demographics of their database to preexisting ones. Previous studies using other databases have identified genetic variants linked to physical traits, such as eye color and skin tone, and to health conditions, such as asthma. The data from Genes for Good largely matched those results.The researchers have currently paused their data collection while they look for more funding.Genes for Good seems to have “tapped into the public’s interest in things that are free and ancestry related,” said Dr. Joann Bodurtha, a professor of pediatrics and oncology at the McKusick-Nathans Institute of Genetic Medicine at Johns Hopkins Medicine. “The biggest new twist in their project is in some of their tracking data.”The project does have some limitations, Bodurtha said. First, it’s completely dependent on people’s self-reports, she said. These days researchers are finding more accurate ways of following people’s habits and behaviors, such as using Fitbits to determine how much exercise study volunteers are getting, Bodurtha said.Another issue, Bodurtha said, is the small percentage of African Americans in the database.SOURCE: bit.ly/2x14yx4 American Journal of Human Genetics, online June 13, 2019."
